StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q6_1,Q6_2,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q13,Q14,Q15_1,Q16,Q17,Q18_1,Q19,Q20,Q21,Q22_1,Q22_2,Q23,Q24,Q25_1,Q25_2,Q26,Q27,Q28_1,Q28_2,Q29,Q30,Q32,Q33,Q34,Q35
2019-06-19 20:45:55,2019-06-19 20:49:51,IP Address,67.134.206.35,100,235,True,2019-06-19 20:49:52,R_1pm1EWO8kIiAjKK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,Yes,Neutral,Neutral,"Unfortunately it didn’t meet my needs, I may have misunderstood the Learning Intentions.",Differentiated? How might you do a pre-assessment to provide for needs?,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Worked very well, great feedback",Build a relationship with the team prior to the session,,,,"Completely
Satisfied",Good session today,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Good case and plenty to discuss,Varied literacy understandings had an impact,"Moderately
Satisfied","Moderately
Satisfied",Good examples and good conversation,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:47:02,2019-06-19 20:49:56,IP Address,67.134.206.44,100,173,True,2019-06-19 20:49:56,R_3mefIq8XUX5EE1F,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The honesty of the presenters and the tie-in to equity.,N/A,"Completely
Satisfied",It was nice to hear what others thought about my school team's data overview and be offered a chance to make the changes they suggested.,N/A,"Completely
Satisfied",I enjoyed having time to implement some of the suggestions that the Tuning Protocol school team suggested.,Providing more time.,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",I enjoyed practicing some of the concepts we have been learning about.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied","I enjoyed getting an opportunity to practice the concepts we were learning and thought the interactive poll was very engaging. ",N/A,Strongly Agree,,Somewhat Agree,
2019-06-19 20:46:24,2019-06-19 20:50:12,IP Address,67.134.206.34,100,227,True,2019-06-19 20:50:12,R_2rTs0dMzsHtr9zl,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied","Making changes in the evening after we leave for the day is totally admirable! ",,"Moderately
Satisfied","It was a great experience for us. Both our teaching fellow and other group gave really great meaningful feedback. ",,"Moderately
Satisfied",,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied","Listening to Penny speak is awesome! Also, practicing this with others was really helpful. ",,,,,,"Moderately
Satisfied","Moderately
Satisfied","Liz was really dynamic. I learned a lot about being both specific and descriptive. ",,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:43:30,2019-06-19 20:50:13,IP Address,67.134.206.43,100,402,True,2019-06-19 20:50:13,R_Zf93nO7J5kVYgWB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,Yes,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Hearing from peers on tuning. It was good to hear other perspective and see if we were o the same page on the story we were trying to tell.
","we had 3 schools in our session so we didn't end on time. However our TF was flexible. ","Completely
Satisfied",Hearing our team concerns and feedback on norms and protocol. Correcting and making suggestions on the feedback we received.,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Looking at school work and practicing was helpful ",,"Moderately
Satisfied","Moderately
Satisfied",It is a new progress so it was good to practice. Loved how the session was interactive & being able to answer questions via text.,"Would like 1 more application or complete the full video ",Somewhat Agree,,Somewhat Agree,
2019-06-19 20:41:24,2019-06-19 20:50:18,IP Address,67.134.206.36,100,534,True,2019-06-19 20:50:19,R_pbKSDH3a3MwmMzn,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,Yes,"Moderately
Satisfied","Moderately
Satisfied",Knowledgeable staff who were willing to help in any way you needed assistance.,"Would have been nice to know in advance (before the day of) that we needed to come with data that we wanted to graph.  ","Completely
Satisfied","Completely
Satisfied","LOVE, love, love honoring our feedback from the previous day.",,"Completely
Satisfied","Great to listen to another team and give feedback ","Nothing. ",,,,"Moderately
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied","45minutes before we were able to dig into the data and talk.  Great to receive the context but after lunch, we needed to dig in and go.  If the 45 minutes is necessary, maybe have something a little more active after lunch",,"Completely
Satisfied","Completely
Satisfied","LOVED IT!! Great to do the work! ","Nothing except more time :) ",Somewhat Agree,"We started speaking about equity earlier in the day but did not spend much time on it. ",Somewhat Agree,
2019-06-19 20:49:18,2019-06-19 20:50:49,IP Address,67.134.206.47,100,91,True,2019-06-19 20:50:50,R_30cwjp48rE4TdPe,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied",,,"Moderately
Satisfied",,,,,,Elementary Case,"Moderately
Satisfied",,,,,,,,"Completely
Satisfied","Moderately
Satisfied",,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:44:43,2019-06-19 20:50:51,IP Address,67.134.206.33,100,367,True,2019-06-19 20:50:51,R_2P5UFjFTDUuhOPy,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",Morning Session,The afternoon program was informative. It was a lot of important information to digest. I would like to have had more time to practice the skills.,"Completely
Satisfied","Completely
Satisfied",Everything,n/a,"Completely
Satisfied",Feedback from peer participants,n/a,,Tuning protocol.,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Informative and transferable to my professional practice,n/a,"Completely
Satisfied","Completely
Satisfied",Importance of topic connecting teaching learning and instructional task analysis,n/a,Strongly Agree,,Strongly Agree,
2019-06-19 20:48:40,2019-06-19 20:50:52,IP Address,67.134.206.45,100,132,True,2019-06-19 20:50:53,R_1isdBKvvoIRij1m,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","really helpful!  ",nothing,,,,"Completely
Satisfied","good and productive ",,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","good to think about priority questions and LCP in more depth and their connection
helpful
maybe talk more about the ""messier"" parts (when it doesn't go well)","too much talking at the beginning (45 minutes) could have be condensed, dragged a bit, but good items ","Completely
Satisfied","Completely
Satisfied",great!,,Somewhat Agree,,Strongly Agree,
2019-06-19 20:49:19,2019-06-19 20:51:20,IP Address,67.134.206.43,100,121,True,2019-06-19 20:51:21,R_2pRhuwfGKJu34GO,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied",,,"Moderately
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:49:41,2019-06-19 20:51:31,IP Address,174.242.72.58,100,110,True,2019-06-19 20:51:32,R_1EfZ1kFUMOarOd3,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Working with another school to help ease some of our own concerns about our data ",,"Completely
Satisfied",A chance to edit our data,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:48:41,2019-06-19 20:51:32,IP Address,67.134.206.38,100,171,True,2019-06-19 20:51:33,R_2QKD67ue23wwBSs,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,"Completely
Satisfied",,,,,,High School Case,,,,,Neutral,Neutral,,,"Moderately
Satisfied","Moderately
Satisfied",,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:49:41,2019-06-19 20:51:32,IP Address,67.134.206.35,100,110,True,2019-06-19 20:51:34,R_bpdu0lpeYvriEiB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Teaching Fellow,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,"Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Everything! Best part of the day! Interactively learning about being specific and descriptive!,,Strongly Agree,,Strongly Agree,
2019-06-19 20:48:35,2019-06-19 20:51:40,IP Address,67.134.206.41,100,184,True,2019-06-19 20:51:41,R_3ncrUMwsZBWCkFX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",I really enjoyed and appreciated the opportunity to receive feedback through the tuning protocol.,,,,,"Completely
Satisfied",Our team was able to take feedback and make adjustments to our plan.,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,"I felt it got a little long before we ""did"" the work.  It was a struggle to sit after lunch.","Completely
Satisfied","Completely
Satisfied",,,Somewhat Agree,,Strongly Agree,
2019-06-19 20:43:33,2019-06-19 20:51:39,IP Address,67.134.206.33,100,486,True,2019-06-19 20:51:41,R_25WwQKjjk7WgZp1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Moderately
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","This was a very useful protocol which gave our team a lot of lightbulb moments. This is one we will definitely take back whenever teams are decision-making and need outside input from another team. ",,,,,"Completely
Satisfied","Again, we are closing in on a journey!",,Elementary Case,"Completely
Satisfied","Completely
Satisfied",This helped distinguish the difference between priority question and learner-centered problem very well,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:50:33,2019-06-19 20:51:42,IP Address,67.134.206.44,100,69,True,2019-06-19 20:51:44,R_2P6GYirxc7xmSak,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,"Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:48:11,2019-06-19 20:51:49,IP Address,65.112.8.142,100,218,True,2019-06-19 20:51:49,R_3D0Z9FjuJcCBkOd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,"Completely
Satisfied",The Tuning Protocol was one of the most powerful pieces so far in the institute because it gave our team time to reflect on both our own scaling of Data Wise and another school with similar situations.,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",This session helped me to understand the importance of going deep into the first few steps to create a strong base for steps 3-8.,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:49:09,2019-06-19 20:51:50,IP Address,67.134.206.33,100,160,True,2019-06-19 20:51:50,R_1LtycNVMR1tAoPN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied",Very helpful for our teams to hear from each other and reflect/ask questions,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied",,Was very helpful to practice this,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,Strongly Agree,We have been focusing on equity quite a bit at school.  Today's session reinforced the work we have been doing and supports it,Strongly Agree,
2019-06-19 20:49:38,2019-06-19 20:51:55,IP Address,67.134.206.38,100,137,True,2019-06-19 20:51:55,R_2YKf1b6aijUSfju,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Great examples and slides.,,"Completely
Satisfied",I loved hearing the other school's opinions.,more time,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",It was informative.,,,,,,"Completely
Satisfied","Completely
Satisfied",It was informative and I learned a lot from her!!,,Strongly Agree,,Strongly Agree,
2019-06-19 20:49:14,2019-06-19 20:51:55,IP Address,67.134.206.33,100,160,True,2019-06-19 20:51:56,R_DnMDf74NRwTUXBf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",It was helpful to receive usable feedback from another team. I liked the protocol and how it allowed me to practice being an active listener.,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:48:53,2019-06-19 20:52:02,IP Address,67.134.206.33,100,189,True,2019-06-19 20:52:02,R_1InE9TINw2Y1rhV,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Jamaal gave us a ball to use which allowed each person  a turn to speak. It helped us with respecting our norms of hearing all voices. ",,"Moderately
Satisfied","Jamaal was a great help. We worked collaboratively and dug deep into our story. ",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","The engagement was fun and the activity peeled to my senses. I enjoyed it thoroughly. ","Would have like to see to see the close out of the video to see what all got accomplished. ",,,,,"Completely
Satisfied","Completely
Satisfied","Was engaging. ","Wanted to see the end of video to see how it closed out. ",Strongly Agree,,Somewhat Agree,
2019-06-19 20:50:11,2019-06-19 20:52:04,IP Address,67.134.206.36,100,113,True,2019-06-19 20:52:04,R_UooDJGsV6DM6RHP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,Neutral,"Completely
Satisfied",,,"Completely
Satisfied",Loved the protocol! Completely helpful,,"Moderately
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Very helpful,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:50:27,2019-06-19 20:52:21,IP Address,67.134.206.39,100,113,True,2019-06-19 20:52:21,R_33m2T8xMQnwfe8c,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,shorter session,"Completely
Satisfied",The cycle of the session and feedback received,,,,,"Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat Agree,,Strongly Agree,
2019-06-19 20:48:06,2019-06-19 20:52:21,IP Address,67.134.206.39,100,255,True,2019-06-19 20:52:21,R_2BkOxTXX41RJVBt,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied","discussion around the connection of equity with this work ","more table time to discuss racial equity ","Completely
Satisfied","Awesome opportunity to listen, reflect and share ",more time,,,,"Completely
Satisfied",ability to debrief from the tuning protocol,"more time ",Elementary Case,"Completely
Satisfied","Completely
Satisfied",being able to dig into the problem,more time to work on the LCP,,,,,"Completely
Satisfied","Completely
Satisfied","Excellent presenter!
Use of the matrix

Great opening activity ",,Strongly Agree,it is about our why,Strongly Agree,
2019-06-19 20:49:58,2019-06-19 20:52:23,IP Address,67.134.206.45,100,144,True,2019-06-19 20:52:24,R_1GU40gg3SpQDjdU,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,Yes,"Moderately
Satisfied","Moderately
Satisfied",My team was able to get advice about how to make our charts most impactful.,n/a,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied",,,"Moderately
Satisfied",,,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,Strongly Agree,,Strongly Agree,
